Localité;;"T06M1E2 [°C]";"T06M1E2 [%HR]";"T07M1E2 [°C]";"T07M1E2 [%HR]";"T08M1LV [°C]";"T08M1LV [%HR]"
"Groupe de points de mesure";;;;;;;
Zone;;;;;;;
"Limite inférieure";;15,0;15,0;15,0;15,0;15,0;15,0
27/08/2022;01:00:00;24,1;49,1;24,6;46,3;24,8;46,4
27/08/2022;01:15:00;24,1;49,1;24,6;46,5;24,8;46,5
27/08/2022;01:30:00;24,1;49,3;24,6;46,7;24,8;46,8
27/08/2022;01:45:00;24,1;49,3;24,6;46,8;24,7;47,4
27/08/2022;02:00:00;24,1;49,3;24,6;46,9;24,8;47,7
27/08/2022;02:15:00;24,1;49,5;24,6;47,3;24,7;47,8
27/08/2022;02:30:00;24,1;49,6;24,6;47,6;24,7;48,5
27/08/2022;02:45:00;24,1;49,7;24,5;47,7;24,7;48,0
27/08/2022;03:00:00;24,1;49,8;24,5;47,8;24,7;48,6
27/08/2022;03:15:00;24,1;49,8;24,5;48,0;24,7;48,6
27/08/2022;03:30:00;24,1;49,7;24,5;48,1;24,7;48,8
27/08/2022;03:45:00;24,1;49,5;24,5;48,1;24,7;48,9
27/08/2022;04:00:00;24,1;49,7;24,5;48,1;24,7;49,0
27/08/2022;04:15:00;24,1;49,9;24,5;48,4;24,7;49,3
27/08/2022;04:30:00;24,1;49,9;24,5;48,6;24,7;49,8
27/08/2022;04:45:00;24,1;50,3;24,5;48,7;24,7;49,8
27/08/2022;05:00:00;24,1;50,2;24,4;48,8;24,7;50,0
27/08/2022;05:15:00;24,1;50,3;24,4;49,1;24,7;50,3
27/08/2022;05:30:00;24,1;50,4;24,4;49,3;24,6;50,8
27/08/2022;05:45:00;24,0;50,4;24,4;49,3;24,7;50,7
27/08/2022;06:00:00;24,0;50,5;24,4;49,5;24,7;51,1
27/08/2022;06:15:00;24,0;50,8;24,4;49,6;24,6;51,1
27/08/2022;06:30:00;24,0;50,9;24,4;49,7;24,6;51,2
27/08/2022;06:45:00;24,0;51,2;24,3;49,9;24,6;52,3
27/08/2022;07:00:00;24,0;51,3;24,3;50,1;24,6;51,2
27/08/2022;07:15:00;24,0;51,4;24,3;50,2;24,6;51,7
27/08/2022;07:30:00;24,0;51,6;24,3;50,2;24,6;51,8
27/08/2022;07:45:00;24,0;51,8;24,3;50,4;24,6;52,4
27/08/2022;08:00:00;24,0;51,8;24,3;50,6;24,6;52,4
27/08/2022;08:15:00;24,0;52,1;24,3;50,8;24,6;52,2
27/08/2022;08:30:00;24,0;53,4;24,3;51,4;24,6;51,7
27/08/2022;08:45:00;24,0;54,1;24,3;50,4;24,6;52,8
27/08/2022;09:00:00;24,1;54,4;24,4;50,4;24,6;53,5
27/08/2022;09:15:00;24,0;54,7;24,4;50,7;24,6;54,3
27/08/2022;09:30:00;24,1;55,0;24,5;51,4;24,7;54,7
27/08/2022;09:45:00;24,1;55,2;24,5;52,3;24,8;52,8
27/08/2022;10:00:00;24,2;55,6;24,6;53,1;24,9;56,2
27/08/2022;10:15:00;23,2;48,2;24,3;48,8;24,9;55,2
27/08/2022;10:30:00;22,6;44,7;23,8;44,7;24,8;51,0
27/08/2022;10:45:00;22,3;43,6;23,5;41,6;24,5;43,6
27/08/2022;11:00:00;22,0;42,0;23,3;39,6;24,4;40,5
27/08/2022;11:15:00;21,8;40,9;23,2;38,3;24,3;39,1
27/08/2022;11:30:00;21,7;40,9;23,1;37,3;24,4;37,6
27/08/2022;11:45:00;21,7;40,1;23,2;36,8;24,4;36,7
27/08/2022;12:00:00;21,7;39,6;23,2;36,0;24,3;36,4
27/08/2022;12:15:00;21,6;39,2;23,2;35,4;24,4;34,9
27/08/2022;12:30:00;21,6;38,9;23,2;34,9;24,4;35,1
27/08/2022;12:45:00;21,5;38,7;23,2;34,6;24,3;34,0
27/08/2022;13:00:00;21,5;38,9;23,2;34,2;24,4;34,3
27/08/2022;13:15:00;21,4;38,5;23,2;34,1;24,4;33,2
27/08/2022;13:30:00;21,4;38,1;23,2;33,8;24,5;33,2
27/08/2022;13:45:00;21,4;38,3;23,2;33,6;24,4;33,3
27/08/2022;14:00:00;21,4;38,3;23,2;33,3;24,4;33,8
27/08/2022;14:15:00;21,4;37,9;23,2;33,2;24,4;32,1
27/08/2022;14:30:00;21,4;37,9;23,3;33,0;24,5;32,3
27/08/2022;14:45:00;21,5;38,1;23,4;32,6;24,6;32,1
27/08/2022;15:00:00;21,5;37,3;23,4;32,5;24,6;32,2
27/08/2022;15:15:00;21,5;37,4;23,4;32,3;24,6;31,4
27/08/2022;15:30:00;21,5;37,5;23,3;32,2;24,5;31,8
27/08/2022;15:45:00;21,4;37,1;23,3;32,2;24,5;31,8
27/08/2022;16:00:00;21,4;37,4;23,3;32,0;24,5;31,4
27/08/2022;16:15:00;21,4;37,6;23,4;32,0;24,5;32,0
27/08/2022;16:30:00;21,3;36,9;23,3;31,9;24,4;31,4
27/08/2022;16:45:00;21,4;37,5;23,3;32,2;24,4;32,1
27/08/2022;17:00:00;21,5;38,9;23,3;32,3;24,5;33,7
27/08/2022;17:15:00;21,3;39,1;23,3;32,1;24,5;36,8
27/08/2022;17:30:00;21,5;38,1;23,3;32,5;24,4;33,5
27/08/2022;17:45:00;22,3;40,0;23,9;33,5;24,8;37,2
27/08/2022;18:00:00;23,1;40,8;24,4;34,0;25,2;37,5
27/08/2022;18:15:00;23,4;41,6;24,7;34,8;25,4;37,7
27/08/2022;18:30:00;23,7;42,2;24,8;35,6;25,5;38,8
27/08/2022;18:45:00;23,9;42,7;24,9;36,1;25,6;39,5
27/08/2022;19:00:00;24,0;43,2;25,0;36,7;25,6;40,5
27/08/2022;19:15:00;24,1;43,7;25,1;37,1;25,6;41,1
27/08/2022;19:30:00;24,2;44,1;25,1;37,6;25,5;41,8
27/08/2022;19:45:00;24,3;44,4;25,2;38,0;25,5;42,2
27/08/2022;20:00:00;24,3;44,9;25,2;38,3;25,5;43,0
27/08/2022;20:15:00;24,4;45,2;25,2;38,8;25,5;43,0
27/08/2022;20:30:00;24,4;45,7;25,2;39,2;25,5;43,6
27/08/2022;20:45:00;24,4;45,9;25,2;39,5;25,4;43,8
27/08/2022;21:00:00;24,5;46,2;25,2;39,9;25,4;44,5
27/08/2022;21:15:00;24,5;46,3;25,2;40,3;25,4;44,4
27/08/2022;21:30:00;24,5;46,5;25,2;40,6;25,4;44,5
27/08/2022;21:45:00;24,5;46,7;25,2;40,9;25,3;44,9
27/08/2022;22:00:00;24,6;46,8;25,2;41,2;25,3;45,2
27/08/2022;22:15:00;24,6;47,0;25,2;41,6;25,3;45,2
27/08/2022;22:30:00;24,6;47,3;25,2;41,9;25,3;44,9
27/08/2022;22:45:00;24,6;47,4;25,2;42,2;25,4;45,3
27/08/2022;23:00:00;24,6;47,4;25,2;42,4;25,3;45,1
27/08/2022;23:15:00;24,6;47,7;25,2;42,7;25,3;45,4
27/08/2022;23:30:00;24,6;47,8;25,2;42,9;25,3;45,7
27/08/2022;23:45:00;24,6;47,9;25,2;43,2;25,3;45,8
28/08/2022;00:00:00;24,6;48,0;25,2;43,3;25,3;45,9
28/08/2022;00:15:00;24,6;48,0;25,2;43,5;25,3;46,0
28/08/2022;00:30:00;24,6;48,1;25,1;43,8;25,2;45,8
28/08/2022;00:45:00;24,6;48,1;25,1;44,0;25,2;45,5
28/08/2022;01:00:00;24,6;48,0;25,1;44,2;25,2;45,4
28/08/2022;01:15:00;24,5;47,8;25,1;44,5;25,2;45,2
28/08/2022;01:30:00;24,5;47,4;25,0;44,8;25,2;45,6
28/08/2022;01:45:00;24,5;47,3;25,0;45,0;25,2;46,0
28/08/2022;02:00:00;24,5;47,2;24,9;45,4;25,1;46,1
28/08/2022;02:15:00;24,4;47,2;24,9;45,5;25,1;46,6
28/08/2022;02:30:00;24,3;47,3;24,8;45,8;25,1;46,6
28/08/2022;02:45:00;24,3;47,3;24,8;45,9;25,1;47,0
28/08/2022;03:00:00;24,3;47,3;24,7;46,1;25,0;46,9
28/08/2022;03:15:00;24,2;47,4;24,7;46,3;25,0;46,8
28/08/2022;03:30:00;24,2;47,5;24,7;46,3;25,0;47,0
28/08/2022;03:45:00;24,2;47,5;24,6;46,5;25,0;47,0
28/08/2022;04:00:00;24,2;47,6;24,6;46,5;25,0;46,9
28/08/2022;04:15:00;24,1;47,7;24,6;46,6;24,9;47,0
28/08/2022;04:30:00;24,1;47,7;24,5;46,8;24,9;47,3
28/08/2022;04:45:00;24,1;47,9;24,5;47,0;24,9;47,3
28/08/2022;05:00:00;24,0;48,0;24,5;47,2;24,8;47,4
28/08/2022;05:15:00;24,0;48,0;24,4;47,3;24,8;47,5
28/08/2022;05:30:00;24,0;48,1;24,4;47,3;24,8;47,4
28/08/2022;05:45:00;23,9;48,3;24,3;47,5;24,8;47,5
28/08/2022;06:00:00;23,9;48,3;24,3;47,6;24,7;47,6
28/08/2022;06:15:00;23,9;48,3;24,3;47,8;24,7;47,7
28/08/2022;06:30:00;23,8;48,4;24,2;47,8;24,6;47,7
28/08/2022;06:45:00;23,8;48,5;24,2;47,9;24,6;47,9
28/08/2022;07:00:00;23,8;48,5;24,2;48,1;24,6;48,1
28/08/2022;07:15:00;23,8;48,7;24,2;48,2;24,6;48,6
28/08/2022;07:30:00;23,8;48,9;24,1;48,4;24,6;49,0
28/08/2022;07:45:00;23,8;49,0;24,1;48,5;24,6;49,4
28/08/2022;08:00:00;23,8;49,1;24,1;48,6;24,6;49,3
28/08/2022;08:15:00;23,8;49,3;24,2;48,6;24,6;49,1
28/08/2022;08:30:00;23,8;49,3;24,2;48,8;24,6;48,7
28/08/2022;08:45:00;23,8;49,2;24,2;48,9;24,6;48,9
28/08/2022;09:00:00;23,9;49,5;24,2;48,9;24,6;48,9
28/08/2022;09:15:00;23,9;49,8;24,3;49,0;24,6;49,1
28/08/2022;09:30:00;24,0;51,1;24,4;48,6;24,7;49,4
28/08/2022;09:45:00;24,1;51,6;24,5;48,8;24,8;48,3
28/08/2022;10:00:00;24,2;51,9;24,6;49,3;25,0;48,3
28/08/2022;10:15:00;24,2;52,1;24,7;50,2;25,1;48,3
28/08/2022;10:30:00;24,4;53,0;24,8;51,7;25,3;48,2
28/08/2022;10:45:00;24,4;52,5;24,9;52,9;25,4;48,9
28/08/2022;11:00:00;24,6;52,2;25,0;54,4;25,6;50,8
28/08/2022;11:15:00;24,7;53,6;25,2;55,5;25,7;51,0
28/08/2022;11:30:00;24,9;54,6;25,3;56,7;25,9;52,3
28/08/2022;11:45:00;25,0;55,1;25,5;57,5;26,0;52,7
28/08/2022;12:00:00;25,2;55,7;25,6;58,0;26,2;51,6
28/08/2022;12:15:00;24,6;47,1;25,6;48,1;26,3;49,0
28/08/2022;12:30:00;23,5;44,3;25,1;43,5;26,2;44,2
28/08/2022;12:45:00;23,2;43,1;24,9;40,9;26,2;40,7
28/08/2022;13:00:00;23,0;41,1;24,8;39,2;26,3;39,0
28/08/2022;13:15:00;22,9;41,0;24,8;38,0;26,4;37,6
28/08/2022;13:30:00;22,9;40,1;24,8;37,6;26,2;36,8
28/08/2022;13:45:00;22,8;39,2;24,8;37,3;25,9;37,6
28/08/2022;14:00:00;22,7;38,7;24,8;37,0;25,7;37,6
28/08/2022;14:15:00;22,6;38,8;24,8;36,7;25,7;37,2
28/08/2022;14:30:00;22,7;38,4;24,9;36,1;25,7;36,8
28/08/2022;14:45:00;22,6;37,8;24,9;35,8;25,7;36,9
28/08/2022;15:00:00;22,7;37,4;24,9;35,5;25,6;35,9
28/08/2022;15:15:00;22,7;38,9;25,0;35,1;25,6;35,7
28/08/2022;15:30:00;22,8;38,4;25,1;35,9;25,6;38,4
28/08/2022;15:45:00;22,8;37,5;25,1;35,2;25,6;38,4
28/08/2022;16:00:00;22,7;37,3;25,1;34,8;25,6;37,7
28/08/2022;16:15:00;22,7;37,2;25,2;35,2;25,6;37,7
28/08/2022;16:30:00;22,6;37,2;25,1;34,6;25,6;37,2
28/08/2022;16:45:00;22,6;36,6;25,0;34,1;25,5;36,0
28/08/2022;17:00:00;22,5;36,6;25,0;33,4;25,4;35,9
28/08/2022;17:15:00;22,4;36,7;24,9;33,1;25,3;35,3
28/08/2022;17:30:00;22,4;36,0;24,9;32,8;25,2;34,9
28/08/2022;17:45:00;22,3;35,3;24,8;32,6;25,1;34,5
28/08/2022;18:00:00;22,4;35,5;24,8;32,2;25,2;35,6
28/08/2022;18:15:00;22,5;35,7;24,7;32,2;25,3;36,7
28/08/2022;18:30:00;22,5;35,8;24,7;32,2;25,3;36,9
28/08/2022;18:45:00;22,5;35,7;24,6;32,2;25,3;37,5
28/08/2022;19:00:00;23,6;38,6;25,3;32,9;25,7;35,9
28/08/2022;19:15:00;24,4;39,3;25,8;33,7;26,1;36,7
28/08/2022;19:30:00;24,8;40,0;26,1;34,5;26,2;37,6
28/08/2022;19:45:00;25,0;40,5;26,3;35,2;26,3;38,1
28/08/2022;20:00:00;25,2;41,0;26,4;35,8;26,4;38,3
28/08/2022;20:15:00;25,4;41,5;26,5;36,2;26,5;38,8
28/08/2022;20:30:00;25,5;42,0;26,5;36,7;26,5;39,2
28/08/2022;20:45:00;25,6;42,3;26,6;37,0;26,5;39,8
28/08/2022;21:00:00;25,7;42,7;26,6;37,4;26,6;40,4
28/08/2022;21:15:00;25,8;42,9;26,7;37,8;26,6;40,9
28/08/2022;21:30:00;25,8;43,2;26,7;38,0;26,6;41,2
28/08/2022;21:45:00;25,9;43,4;26,8;38,2;26,6;41,4
28/08/2022;22:00:00;26,0;43,6;26,8;38,5;26,6;41,6
28/08/2022;22:15:00;26,0;43,7;26,8;38,9;26,7;41,9
28/08/2022;22:30:00;26,0;43,9;26,8;39,2;26,6;42,0
28/08/2022;22:45:00;26,0;44,1;26,8;39,4;26,7;42,3
28/08/2022;23:00:00;26,1;44,3;26,8;39,6;26,7;42,7
28/08/2022;23:15:00;26,1;44,5;26,8;39,8;26,7;43,1
28/08/2022;23:30:00;26,1;44,8;26,8;40,1;26,7;43,7
28/08/2022;23:45:00;26,1;45,1;26,8;40,2;26,7;44,1
29/08/2022;00:00:00;26,2;45,2;26,8;40,5;26,7;44,3
29/08/2022;00:15:00;26,1;45,2;26,8;40,8;26,7;44,6
29/08/2022;00:30:00;26,1;45,5;26,8;41,0;26,7;45,1
29/08/2022;00:45:00;26,1;45,6;26,8;41,2;26,6;45,2
29/08/2022;01:00:00;26,1;45,8;26,7;41,5;26,6;45,3
29/08/2022;01:15:00;26,1;45,8;26,7;41,7;26,5;45,4
29/08/2022;01:30:00;26,1;45,8;26,7;41,9;26,5;45,5
29/08/2022;01:45:00;26,1;45,8;26,7;42,1;26,5;45,6
29/08/2022;02:00:00;26,1;45,8;26,6;42,3;26,5;45,6
29/08/2022;02:15:00;26,1;45,8;26,6;42,5;26,5;45,4
29/08/2022;02:30:00;26,0;45,9;26,5;42,6;26,4;45,6
29/08/2022;02:45:00;26,0;45,7;26,5;42,7;26,4;45,6
29/08/2022;03:00:00;26,0;45,8;26,5;42,9;26,4;45,1
29/08/2022;03:15:00;25,9;45,9;26,4;43,2;26,3;45,1
29/08/2022;03:30:00;25,9;45,8;26,4;43,4;26,3;45,2
29/08/2022;03:45:00;25,9;45,9;26,3;43,7;26,3;45,7
29/08/2022;04:00:00;25,8;46,1;26,3;44,1;26,2;45,7
29/08/2022;04:15:00;25,7;46,0;26,2;44,3;26,2;45,8
29/08/2022;04:30:00;25,7;46,1;26,1;44,5;26,1;46,4
29/08/2022;04:45:00;25,6;46,3;26,1;44,7;26,1;46,1
29/08/2022;05:00:00;25,6;46,5;26,1;44,9;26,1;46,6
29/08/2022;05:15:00;25,6;46,7;26,0;45,1;26,1;46,5
29/08/2022;05:30:00;25,5;46,8;25,9;45,3;26,0;46,4
29/08/2022;05:45:00;25,4;46,8;25,9;45,4;26,0;46,9
29/08/2022;06:00:00;25,4;46,9;25,8;45,6;26,0;47,6
29/08/2022;06:15:00;25,3;47,0;25,8;45,8;25,9;47,2
29/08/2022;06:30:00;25,3;47,0;25,7;46,0;25,9;47,3
29/08/2022;06:45:00;25,2;47,2;25,7;46,1;25,8;47,8
29/08/2022;07:00:00;25,2;47,4;25,6;46,3;25,8;47,6
29/08/2022;07:15:00;25,1;47,4;25,6;46,5;25,8;47,7
29/08/2022;07:30:00;25,1;47,6;25,5;46,6;25,7;47,6
29/08/2022;07:45:00;25,1;47,7;25,5;46,7;25,7;47,7
29/08/2022;08:00:00;25,1;47,7;25,5;46,9;25,7;47,4
29/08/2022;08:15:00;25,1;47,7;25,5;46,9;25,7;47,1
29/08/2022;08:30:00;25,1;48,1;25,5;47,1;25,7;47,2
29/08/2022;08:45:00;25,0;49,1;25,5;47,5;25,7;48,4
29/08/2022;09:00:00;23,7;40,8;24,8;42,5;25,4;47,2
29/08/2022;09:15:00;23,1;38,1;24,3;40,2;25,2;46,8
29/08/2022;09:30:00;22,8;37,9;24,0;37,6;25,1;46,7
29/08/2022;09:45:00;22,5;37,5;23,9;36,5;25,0;45,4
29/08/2022;10:00:00;22,3;37,5;23,8;35,6;25,0;45,0
29/08/2022;10:15:00;22,3;37,4;23,7;34,7;25,0;45,5
29/08/2022;10:30:00;22,2;37,0;23,7;34,1;25,0;44,2
29/08/2022;10:45:00;22,8;38,4;24,1;35,0;25,1;37,2
29/08/2022;11:00:00;23,7;39,2;24,7;38,3;25,5;42,9
29/08/2022;11:15:00;23,6;38,1;24,3;37,0;25,3;45,8
29/08/2022;11:30:00;23,5;36,7;24,0;36,1;25,2;42,8
29/08/2022;11:45:00;23,5;35,7;23,9;35,4;25,1;46,4
29/08/2022;12:00:00;23,5;35,2;23,9;35,0;25,1;45,7
29/08/2022;12:15:00;23,6;35,0;23,9;34,7;25,1;45,1
29/08/2022;12:30:00;23,6;34,8;23,9;34,5;25,2;44,5
29/08/2022;12:45:00;23,7;35,4;24,0;34,8;25,2;43,0
29/08/2022;13:00:00;24,0;34,4;24,2;35,3;25,2;43,6
29/08/2022;13:15:00;24,2;38,8;24,7;37,7;25,8;40,8
29/08/2022;13:30:00;23,6;38,7;24,7;35,0;25,8;37,9
29/08/2022;13:45:00;24,2;39,6;25,2;37,9;26,1;40,7
29/08/2022;14:00:00;23,6;37,5;25,0;35,5;26,0;41,0
29/08/2022;14:15:00;23,4;36,8;25,0;34,1;26,1;40,2
29/08/2022;14:30:00;23,4;36,5;24,9;33,8;26,1;40,0
29/08/2022;14:45:00;23,4;36,0;24,9;33,2;26,1;38,8
29/08/2022;15:00:00;23,3;35,7;24,9;32,9;26,0;39,1
29/08/2022;15:15:00;23,2;35,7;24,9;32,8;25,9;38,6
29/08/2022;15:30:00;23,3;35,5;24,9;32,4;25,9;41,0
29/08/2022;15:45:00;23,2;35,1;24,8;32,3;25,9;41,2
29/08/2022;16:00:00;23,2;35,1;24,8;32,0;25,8;40,6
29/08/2022;16:15:00;23,2;34,7;24,8;31,8;25,8;39,7
29/08/2022;16:30:00;23,1;34,6;24,8;31,6;25,8;39,4
29/08/2022;16:45:00;23,0;34,3;24,7;31,4;25,7;38,2
29/08/2022;17:00:00;23,0;34,7;24,7;31,9;25,4;37,2
29/08/2022;17:15:00;23,0;34,5;24,7;31,7;25,4;35,1
29/08/2022;17:30:00;23,0;34,3;24,7;31,6;25,4;35,6
29/08/2022;17:45:00;23,0;34,2;24,7;31,4;25,3;35,1
29/08/2022;18:00:00;22,9;34,3;24,6;31,3;25,3;35,6
29/08/2022;18:15:00;22,8;34,0;24,5;31,2;25,3;35,5
29/08/2022;18:30:00;22,8;34,2;24,4;31,1;25,3;36,6
29/08/2022;18:45:00;22,7;34,2;24,4;31,2;25,3;36,1
29/08/2022;19:00:00;23,3;41,0;24,8;32,2;25,3;36,6
29/08/2022;19:15:00;22,6;35,2;24,6;32,4;25,1;35,7
29/08/2022;19:30:00;22,4;34,1;24,3;31,5;25,0;35,1
29/08/2022;19:45:00;22,3;34,3;24,1;31,2;25,0;36,4
29/08/2022;20:00:00;22,3;34,5;24,0;31,3;25,0;36,6
29/08/2022;20:15:00;22,8;36,5;24,4;31,8;25,1;35,6
29/08/2022;20:30:00;23,8;37,9;25,1;32,3;25,4;36,3
29/08/2022;20:45:00;24,2;39,0;25,4;33,1;25,6;37,3
29/08/2022;21:00:00;24,5;39,7;25,6;33,9;25,7;38,4
29/08/2022;21:15:00;24,7;40,3;25,7;34,5;25,8;39,2
29/08/2022;21:30:00;24,9;40,9;25,8;35,1;25,8;39,4
29/08/2022;21:45:00;25,0;41,3;25,9;35,6;25,9;40,2
29/08/2022;22:00:00;25,1;41,7;25,9;36,1;25,9;41,2
29/08/2022;22:15:00;25,2;42,1;26,0;36,5;25,9;41,5
29/08/2022;22:30:00;25,3;42,5;26,0;36,9;26,0;42,1
29/08/2022;22:45:00;25,3;42,8;26,1;37,2;26,0;42,5
29/08/2022;23:00:00;25,4;43,2;26,1;37,6;26,0;43,0
29/08/2022;23:15:00;25,4;43,5;26,1;37,9;26,0;43,5
29/08/2022;23:30:00;25,4;43,7;26,1;38,2;26,0;43,3
29/08/2022;23:45:00;25,4;43,9;26,1;38,6;26,0;44,0
30/08/2022;00:00:00;25,5;44,2;26,1;38,8;26,0;44,4
30/08/2022;00:15:00;25,5;44,4;26,1;39,1;26,0;44,6
30/08/2022;00:30:00;25,5;44,6;26,1;39,4;26,0;44,7
30/08/2022;00:45:00;25,5;44,7;26,1;39,6;26,0;44,6
30/08/2022;01:00:00;25,5;44,8;26,1;39,9;26,0;44,7
30/08/2022;01:15:00;25,5;44,9;26,1;40,1;26,0;45,0
30/08/2022;01:30:00;25,5;45,1;26,1;40,3;26,0;45,1
30/08/2022;01:45:00;25,5;45,1;26,1;40,6;26,0;45,3
30/08/2022;02:00:00;25,5;45,1;26,0;40,8;25,9;45,2
30/08/2022;02:15:00;25,5;45,1;26,0;41,0;25,9;45,1
30/08/2022;02:30:00;25,5;45,2;26,0;41,1;25,9;44,8
30/08/2022;02:45:00;25,4;45,4;25,9;41,2;25,9;44,7
30/08/2022;03:00:00;25,4;45,6;25,9;41,6;25,8;44,4
30/08/2022;03:15:00;25,4;45,7;25,9;42,3;25,8;44,4
30/08/2022;03:30:00;25,4;45,7;25,8;42,7;25,8;44,7
30/08/2022;03:45:00;25,3;45,7;25,8;43,0;25,8;44,5
30/08/2022;04:00:00;25,3;45,4;25,8;43,3;25,7;44,5
30/08/2022;04:15:00;25,3;45,3;25,8;43,5;25,7;45,2
30/08/2022;04:30:00;25,2;45,5;25,7;43,7;25,7;45,7
30/08/2022;04:45:00;25,2;45,6;25,7;43,9;25,7;45,3
30/08/2022;05:00:00;25,2;45,7;25,6;44,1;25,7;46,0
30/08/2022;05:15:00;25,1;45,8;25,6;44,3;25,6;45,9
30/08/2022;05:30:00;25,1;46,0;25,6;44,5;25,6;46,5
30/08/2022;05:45:00;25,1;46,1;25,5;44,7;25,6;46,1
30/08/2022;06:00:00;25,0;46,3;25,5;45,0;25,5;46,2
30/08/2022;06:15:00;25,0;46,5;25,5;45,3;25,5;46,4
30/08/2022;06:30:00;25,0;46,6;25,4;45,4;25,5;47,7
30/08/2022;06:45:00;25,0;46,7;25,4;45,6;25,5;47,9
30/08/2022;07:00:00;24,9;46,9;25,4;45,8;25,5;48,4
30/08/2022;07:15:00;24,9;47,1;25,3;46,0;25,5;47,9
30/08/2022;07:30:00;24,9;47,3;25,3;46,1;25,4;47,6
30/08/2022;07:45:00;24,8;47,6;25,3;46,5;25,4;48,1
30/08/2022;08:00:00;24,8;47,6;25,3;46,6;25,4;48,1
30/08/2022;08:15:00;24,9;47,6;25,3;46,7;25,4;48,4
30/08/2022;08:30:00;24,9;47,9;25,3;46,8;25,4;47,0
30/08/2022;08:45:00;25,0;48,5;25,3;46,7;25,5;47,4
30/08/2022;09:00:00;24,5;46,4;25,3;46,4;25,5;47,5
30/08/2022;09:15:00;23,4;40,2;24,5;41,9;25,1;44,6
30/08/2022;09:30:00;22,9;38,8;24,0;38,8;25,0;43,8
30/08/2022;09:45:00;22,5;38,1;23,8;36,8;24,9;42,8
30/08/2022;10:00:00;22,3;37,3;23,7;35,7;24,9;41,3
30/08/2022;10:15:00;22,2;37,0;23,6;35,1;24,9;40,0
30/08/2022;10:30:00;22,1;38,4;23,6;35,0;24,8;40,2
30/08/2022;10:45:00;22,0;36,8;23,6;34,1;24,9;38,6
30/08/2022;11:00:00;22,0;38,1;23,6;33,6;25,0;41,5
30/08/2022;11:15:00;21,9;37,3;23,7;33,1;25,1;40,5
30/08/2022;11:30:00;22,0;36,9;23,7;32,8;25,2;42,2
30/08/2022;11:45:00;22,0;36,5;23,8;32,5;25,2;40,8
30/08/2022;12:00:00;21,9;35,8;23,8;32,1;25,2;39,0
30/08/2022;12:15:00;22,6;38,7;24,2;32,9;25,3;37,3
30/08/2022;12:30:00;22,8;37,0;24,4;34,0;25,5;40,1
30/08/2022;12:45:00;22,6;36,1;24,3;33,1;25,5;39,5
30/08/2022;13:00:00;22,6;36,0;24,3;32,7;25,5;39,2
30/08/2022;13:15:00;22,6;35,8;24,4;32,2;25,6;31,6
30/08/2022;13:30:00;22,7;36,1;24,5;31,9;25,6;31,3
30/08/2022;13:45:00;22,7;36,6;24,6;31,7;25,7;31,2
30/08/2022;14:00:00;23,5;38,3;25,1;32,3;26,0;36,0
30/08/2022;14:15:00;24,5;38,0;25,9;41,7;26,2;38,4
30/08/2022;14:30:00;25,1;43,9;26,3;43,5;26,4;39,8
30/08/2022;14:45:00;24,0;44,5;25,9;41,4;26,4;41,8
30/08/2022;15:00:00;23,6;41,6;25,6;38,8;26,4;40,9
30/08/2022;15:15:00;23,4;39,1;25,4;37,2;26,4;40,0
30/08/2022;15:30:00;23,2;37,3;25,3;35,8;26,4;38,3
30/08/2022;15:45:00;23,0;36,6;25,2;34,9;26,3;37,1
30/08/2022;16:00:00;22,9;36,5;25,1;33,9;26,0;33,3
30/08/2022;16:15:00;22,9;36,0;25,1;33,2;25,9;32,3
30/08/2022;16:30:00;22,8;36,3;25,1;32,3;25,8;31,4
30/08/2022;16:45:00;23,0;36,0;25,1;32,1;26,0;31,4
30/08/2022;17:00:00;22,8;36,0;25,1;31,6;25,9;30,6
30/08/2022;17:15:00;22,8;36,5;25,0;31,4;25,9;30,5
30/08/2022;17:30:00;22,8;35,3;25,0;31,1;25,8;30,4
30/08/2022;17:31:52;;;25,1;31,1;;
30/08/2022;17:45:00;22,8;35,4;25,0;30,7;25,8;33,6
30/08/2022;17:46:15;;;25,1;30,6;;
30/08/2022;18:00:00;22,6;35,2;24,9;30,5;26,2;34,1
30/08/2022;18:15:00;22,5;35,2;24,8;30,5;26,0;32,6
30/08/2022;18:30:00;23,2;36,0;25,2;31,1;26,0;32,5
30/08/2022;18:45:00;24,3;37,5;25,9;32,0;26,4;34,2
30/08/2022;19:00:00;24,8;38,2;26,2;32,9;26,7;34,7
30/08/2022;19:15:00;25,1;39,0;26,4;33,7;26,8;34,8
30/08/2022;19:30:00;25,3;39,6;26,5;34,3;26,8;35,6
30/08/2022;19:45:00;25,5;40,2;26,6;34,9;26,8;36,4
30/08/2022;20:00:00;25,6;40,6;26,7;35,5;26,8;37,1
30/08/2022;20:15:00;25,7;40,9;26,7;35,9;26,8;37,6
30/08/2022;20:30:00;25,8;41,3;26,8;36,3;26,8;38,1
30/08/2022;20:45:00;25,9;41,5;26,8;36,7;26,8;38,7
30/08/2022;21:00:00;25,9;41,6;26,8;37,1;26,8;39,2
30/08/2022;21:15:00;26,0;41,9;26,9;37,4;26,8;39,6
30/08/2022;21:30:00;26,0;42,1;26,9;37,8;26,8;40,1
30/08/2022;21:45:00;26,1;42,3;26,9;38,0;26,8;40,5
30/08/2022;22:00:00;26,1;42,5;26,9;38,3;26,8;40,7
