Localité;;"T06M1E2 [°C]";"T06M1E2 [%HR]";"T07M1E2 [°C]";"T07M1E2 [%HR]";"T08M1LV [°C]";"T08M1LV [%HR]"
"Groupe de points de mesure";;;;;;;
Zone;;;;;;;
"Limite inférieure";;15,0;15,0;15,0;15,0;15,0;15,0
11/08/2022;12:30:00;21,3;40,1;22,8;37,8;23,8;38,5
11/08/2022;12:45:00;21,3;39,5;22,8;36,6;23,9;37,4
11/08/2022;13:00:00;21,4;39,5;22,9;36,0;23,9;35,5
11/08/2022;13:15:00;21,3;38,8;22,9;35,4;24,0;35,7
11/08/2022;13:30:00;21,3;38,6;22,9;35,1;24,1;38,6
11/08/2022;13:45:00;21,3;38,9;23,0;34,9;24,2;34,4
11/08/2022;14:00:00;21,4;39,0;23,0;34,8;24,4;38,0
11/08/2022;14:15:00;21,4;38,3;23,0;34,7;24,4;39,9
11/08/2022;14:30:00;21,4;38,2;23,1;34,9;24,4;37,2
11/08/2022;14:45:00;21,4;38,1;23,0;34,3;24,4;38,7
11/08/2022;15:00:00;21,4;37,9;23,1;34,3;24,4;40,0
11/08/2022;15:15:00;21,5;38,4;23,2;35,1;24,3;37,9
11/08/2022;15:30:00;21,5;37,2;23,1;34,1;24,4;39,0
11/08/2022;15:45:00;21,4;36,6;23,1;33,5;24,3;38,7
11/08/2022;16:00:00;21,4;36,9;23,1;33,4;24,3;39,0
11/08/2022;16:15:00;21,3;36,6;23,1;33,3;24,3;39,7
11/08/2022;16:30:00;21,4;36,3;23,1;33,2;24,3;42,4
11/08/2022;16:45:00;21,4;37,1;23,1;33,1;24,2;39,8
11/08/2022;17:00:00;21,5;36,0;23,2;33,5;23,8;38,1
11/08/2022;17:15:00;22,2;38,2;23,6;34,2;24,2;37,6
11/08/2022;17:30:00;22,4;38,0;23,9;35,7;24,4;37,0
11/08/2022;17:45:00;21,8;37,2;23,8;34,1;24,1;34,9
11/08/2022;18:00:00;21,6;36,8;23,7;33,3;24,0;34,3
11/08/2022;18:15:00;21,6;36,8;23,7;33,2;24,1;35,0
11/08/2022;18:30:00;21,8;42,8;23,7;34,3;23,9;37,2
11/08/2022;18:45:00;21,9;40,9;23,7;34,7;23,8;37,2
11/08/2022;19:00:00;22,6;40,4;24,0;35,9;24,1;37,4
11/08/2022;19:15:00;23,0;40,2;24,2;36,7;24,4;38,0
11/08/2022;19:30:00;23,3;40,9;24,3;37,4;24,4;38,7
11/08/2022;19:45:00;23,4;41,3;24,4;38,0;24,5;39,5
11/08/2022;20:00:00;23,5;41,9;24,4;38,5;24,4;40,2
11/08/2022;20:15:00;23,5;42,5;24,5;38,9;24,4;40,9
11/08/2022;20:30:00;23,6;42,9;24,4;39,3;24,4;41,3
11/08/2022;20:45:00;23,7;43,3;24,5;39,7;24,4;41,7
11/08/2022;21:00:00;23,7;43,5;24,4;40,0;24,4;42,2
11/08/2022;21:15:00;23,7;43,6;24,4;40,3;24,4;42,2
11/08/2022;21:30:00;23,8;43,7;24,4;40,7;24,4;42,8
11/08/2022;21:45:00;23,7;43,8;24,4;40,9;24,3;42,1
11/08/2022;22:00:00;23,7;43,9;24,4;41,1;24,3;43,2
11/08/2022;22:15:00;23,8;44,1;24,3;41,4;24,3;42,4
11/08/2022;22:30:00;23,7;44,2;24,3;42,0;24,3;42,9
11/08/2022;22:45:00;23,7;44,3;24,3;42,3;24,2;43,6
11/08/2022;23:00:00;23,7;44,5;24,2;42,5;24,2;43,9
11/08/2022;23:15:00;23,6;44,7;24,2;42,7;24,2;44,1
11/08/2022;23:30:00;23,7;44,8;24,2;42,9;24,2;44,2
11/08/2022;23:45:00;23,6;45,0;24,1;43,1;24,2;45,0
12/08/2022;00:00:00;23,6;45,3;24,1;43,5;24,2;44,8
12/08/2022;00:15:00;23,6;45,4;24,1;43,7;24,1;45,7
12/08/2022;00:30:00;23,6;45,6;24,0;44,1;24,1;45,4
12/08/2022;00:45:00;23,5;45,7;24,0;44,4;24,1;46,0
12/08/2022;01:00:00;23,5;45,9;24,0;44,5;24,1;46,2
12/08/2022;01:15:00;23,4;46,0;23,9;44,8;24,1;46,2
12/08/2022;01:30:00;23,4;46,1;23,9;44,9;24,0;46,3
12/08/2022;01:45:00;23,4;46,1;23,8;45,1;24,0;46,4
12/08/2022;02:00:00;23,3;46,3;23,8;45,4;24,0;46,8
12/08/2022;02:15:00;23,3;46,4;23,7;45,4;23,9;47,2
12/08/2022;02:30:00;23,2;46,5;23,7;45,8;23,9;47,2
12/08/2022;02:45:00;23,2;46,6;23,6;45,9;23,9;47,4
12/08/2022;03:00:00;23,2;46,7;23,6;46,0;23,8;47,7
12/08/2022;03:15:00;23,1;46,8;23,5;46,1;23,8;48,2
12/08/2022;03:30:00;23,1;47,0;23,5;46,4;23,8;48,5
12/08/2022;03:45:00;23,1;47,2;23,4;46,7;23,8;49,1
12/08/2022;04:00:00;23,0;47,3;23,4;47,0;23,7;49,2
12/08/2022;04:15:00;23,0;47,3;23,3;47,2;23,7;49,5
12/08/2022;04:30:00;22,9;47,5;23,3;47,4;23,7;49,0
12/08/2022;04:45:00;22,9;47,6;23,2;47,6;23,6;49,5
12/08/2022;05:00:00;22,8;47,8;23,2;47,9;23,6;49,7
12/08/2022;05:15:00;22,8;47,9;23,1;48,0;23,5;49,8
12/08/2022;05:30:00;22,8;48,0;23,1;48,1;23,5;49,9
12/08/2022;05:45:00;22,7;48,2;23,0;48,3;23,5;50,0
12/08/2022;06:00:00;22,7;48,2;23,0;48,3;23,4;50,0
12/08/2022;06:15:00;22,6;48,4;22,9;48,5;23,4;49,8
12/08/2022;06:30:00;22,6;48,5;22,9;48,6;23,4;50,4
12/08/2022;06:45:00;22,5;48,6;22,9;48,8;23,3;50,5
12/08/2022;07:00:00;22,5;48,8;22,8;48,8;23,3;50,5
12/08/2022;07:15:00;22,5;48,8;22,8;49,0;23,3;50,9
12/08/2022;07:30:00;22,5;48,9;22,7;49,2;23,3;51,1
12/08/2022;07:45:00;22,4;49,0;22,7;49,4;23,3;51,1
12/08/2022;08:00:00;22,4;49,1;22,7;49,5;23,2;51,4
12/08/2022;08:15:00;22,4;49,3;22,7;49,7;23,2;51,2
12/08/2022;08:30:00;22,4;49,4;22,7;49,8;23,2;51,3
12/08/2022;08:45:00;22,4;49,5;22,7;49,8;23,2;51,1
12/08/2022;09:00:00;22,4;49,7;22,7;49,7;23,3;50,6
12/08/2022;09:15:00;22,5;49,9;22,8;49,7;23,3;50,4
12/08/2022;09:30:00;22,3;49,1;22,8;49,3;23,3;52,0
12/08/2022;09:45:00;21,3;46,2;22,2;44,2;23,1;50,8
12/08/2022;10:00:00;21,0;46,4;21,9;42,3;22,9;49,2
12/08/2022;10:15:00;21,2;45,3;21,9;42,7;22,9;46,1
12/08/2022;10:30:00;21,8;46,2;22,4;43,6;23,1;44,8
12/08/2022;10:45:00;21,6;45,0;22,5;44,2;23,3;49,1
12/08/2022;11:00:00;21,2;44,7;22,2;41,6;23,1;43,2
12/08/2022;11:15:00;21,1;45,8;22,1;40,8;23,1;44,3
12/08/2022;11:30:00;21,1;47,8;22,0;40,6;23,4;50,9
12/08/2022;11:45:00;20,8;44,2;22,0;40,8;23,5;43,4
12/08/2022;12:00:00;21,0;45,8;22,0;40,1;23,4;42,9
12/08/2022;12:15:00;20,9;46,6;21,9;39,5;23,2;39,6
12/08/2022;12:30:00;20,9;47,6;21,9;39,1;22,9;39,6
12/08/2022;12:45:00;20,8;46,5;21,8;38,8;23,0;41,2
12/08/2022;13:00:00;20,8;45,8;21,9;38,8;23,1;39,9
12/08/2022;13:15:00;20,9;44,8;21,9;38,6;23,3;39,8
12/08/2022;13:30:00;20,8;43,8;21,9;38,2;23,1;38,8
12/08/2022;13:45:00;20,8;45,2;21,9;37,8;23,0;38,1
12/08/2022;14:00:00;20,8;46,1;21,9;37,4;23,0;37,2
12/08/2022;14:15:00;20,9;46,5;22,0;37,1;23,1;39,7
12/08/2022;14:30:00;20,9;45,0;22,2;37,2;23,5;36,4
12/08/2022;14:45:00;20,9;46,3;22,2;36,9;23,5;36,4
12/08/2022;15:00:00;21,0;45,2;22,3;37,1;23,1;38,8
12/08/2022;15:15:00;21,0;43,8;22,4;36,9;23,0;39,3
12/08/2022;15:30:00;21,0;45,1;22,4;36,7;23,0;39,2
12/08/2022;15:45:00;21,0;42,1;22,4;36,6;22,9;39,0
12/08/2022;16:00:00;21,0;42,0;22,4;36,3;22,9;40,4
12/08/2022;16:15:00;20,9;41,2;22,5;37,7;23,1;40,1
12/08/2022;16:30:00;20,9;41,9;22,6;37,0;23,3;38,8
12/08/2022;16:45:00;20,9;40,3;22,6;35,9;23,4;35,6
12/08/2022;17:00:00;21,0;41,3;22,4;36,0;23,2;35,5
12/08/2022;17:15:00;21,0;43,4;22,4;35,8;23,1;35,3
12/08/2022;17:30:00;21,0;44,9;22,4;35,5;23,2;35,4
12/08/2022;17:45:00;21,0;45,4;22,3;35,8;23,1;36,5
12/08/2022;18:00:00;21,0;43,5;22,3;35,5;23,1;35,9
12/08/2022;18:15:00;20,9;42,2;22,2;35,9;23,0;36,4
12/08/2022;18:30:00;20,9;41,2;22,2;36,3;22,9;36,4
12/08/2022;18:45:00;20,8;41,4;22,2;36,5;22,8;36,2
12/08/2022;19:00:00;20,8;43,2;22,1;35,9;22,9;35,2
12/08/2022;19:15:00;20,8;44,8;22,1;36,1;22,7;36,0
12/08/2022;19:30:00;20,8;44,5;22,0;36,5;22,7;37,1
12/08/2022;19:45:00;21,4;42,9;22,4;37,4;22,9;37,4
12/08/2022;20:00:00;21,8;43,4;22,7;37,8;23,2;37,4
12/08/2022;20:15:00;22,0;43,6;22,9;38,5;23,3;37,8
12/08/2022;20:30:00;22,1;43,8;23,0;39,0;23,3;38,7
12/08/2022;20:45:00;22,2;44,0;23,0;39,5;23,3;39,1
12/08/2022;21:00:00;22,3;44,3;23,1;39,9;23,3;39,4
12/08/2022;21:15:00;22,4;44,2;23,1;40,3;23,4;39,6
12/08/2022;21:30:00;22,4;44,3;23,1;40,6;23,4;40,5
12/08/2022;21:45:00;22,5;44,5;23,1;40,9;23,4;41,0
12/08/2022;22:00:00;22,5;44,6;23,1;41,3;23,4;41,4
12/08/2022;22:15:00;22,5;44,8;23,1;41,6;23,4;42,1
12/08/2022;22:30:00;22,5;45,0;23,1;42,0;23,4;42,1
12/08/2022;22:45:00;22,5;45,1;23,1;42,3;23,3;42,9
12/08/2022;23:00:00;22,5;45,2;23,0;42,6;23,3;43,0
12/08/2022;23:15:00;22,5;45,2;23,0;43,0;23,3;43,4
12/08/2022;23:30:00;22,5;45,3;23,0;43,2;23,3;43,2
12/08/2022;23:45:00;22,5;45,4;23,0;43,4;23,3;43,5
13/08/2022;00:00:00;22,4;45,4;23,0;43,5;23,3;43,7
13/08/2022;00:15:00;22,4;45,4;22,9;43,7;23,2;43,7
13/08/2022;00:30:00;22,4;45,6;22,9;43,9;23,2;43,8
13/08/2022;00:45:00;22,4;45,8;22,9;44,0;23,2;44,4
13/08/2022;01:00:00;22,4;45,9;22,9;44,3;23,2;45,6
13/08/2022;01:15:00;22,4;46,1;22,8;44,6;23,2;46,3
13/08/2022;01:30:00;22,3;46,2;22,8;44,7;23,2;45,8
13/08/2022;01:45:00;22,3;46,4;22,8;45,0;23,1;45,9
13/08/2022;02:00:00;22,3;46,4;22,7;45,2;23,1;45,7
13/08/2022;02:15:00;22,2;46,4;22,7;45,5;23,1;45,6
13/08/2022;02:30:00;22,2;46,5;22,7;45,6;23,0;45,6
13/08/2022;02:45:00;22,2;46,6;22,6;45,8;23,0;45,6
13/08/2022;03:00:00;22,2;46,6;22,6;45,9;23,0;45,8
13/08/2022;03:15:00;22,2;46,8;22,6;46,0;23,0;46,0
13/08/2022;03:30:00;22,1;46,8;22,5;46,2;23,0;46,0
13/08/2022;03:45:00;22,1;46,9;22,5;46,3;23,0;46,4
13/08/2022;04:00:00;22,1;47,0;22,5;46,5;23,0;46,8
13/08/2022;04:15:00;22,0;47,1;22,4;46,8;22,9;47,2
13/08/2022;04:30:00;22,0;47,2;22,4;46,9;22,9;47,1
13/08/2022;04:45:00;22,0;47,3;22,4;47,1;22,9;47,5
13/08/2022;05:00:00;21,9;47,4;22,3;47,3;22,9;47,9
13/08/2022;05:15:00;21,9;47,5;22,3;47,5;22,8;49,4
13/08/2022;05:30:00;21,9;47,6;22,3;47,8;22,8;49,5
13/08/2022;05:45:00;21,8;47,7;22,2;48,0;22,8;49,5
13/08/2022;06:00:00;21,8;47,9;22,2;48,2;22,7;49,4
13/08/2022;06:15:00;21,8;48,0;22,1;48,3;22,7;49,4
13/08/2022;06:30:00;21,7;48,0;22,1;48,4;22,7;49,2
13/08/2022;06:45:00;21,7;48,1;22,0;48,5;22,6;49,3
13/08/2022;07:00:00;21,6;48,2;22,0;48,6;22,6;49,3
13/08/2022;07:15:00;21,6;48,2;21,9;48,7;22,5;49,0
13/08/2022;07:30:00;21,6;48,3;21,9;48,8;22,6;49,0
13/08/2022;07:45:00;21,6;48,4;21,9;48,9;22,5;48,8
13/08/2022;08:00:00;21,6;48,6;21,9;48,9;22,5;48,8
13/08/2022;08:15:00;21,5;48,8;21,9;49,1;22,5;49,1
13/08/2022;08:30:00;21,6;48,9;21,9;49,2;22,5;49,7
13/08/2022;08:45:00;21,7;49,1;21,9;49,2;22,6;49,4
13/08/2022;09:00:00;21,6;49,3;22,0;49,3;22,6;48,8
13/08/2022;09:15:00;21,7;49,4;22,0;49,8;22,7;48,9
13/08/2022;09:30:00;21,8;50,0;22,1;50,6;22,7;48,7
13/08/2022;09:45:00;21,8;50,3;22,1;51,9;22,7;48,8
13/08/2022;10:00:00;22,0;51,1;22,2;51,6;22,8;48,6
13/08/2022;10:15:00;22,0;50,8;22,3;50,6;22,9;52,3
13/08/2022;10:30:00;21,8;45,7;21,9;45,0;22,9;48,7
13/08/2022;10:45:00;21,6;43,2;21,6;42,8;22,9;44,5
13/08/2022;11:00:00;21,6;42,3;21,6;41,7;22,9;42,5
13/08/2022;11:15:00;21,6;40,8;21,6;40,6;22,7;40,6
13/08/2022;11:30:00;21,7;40,0;21,6;39,9;22,8;41,4
13/08/2022;11:45:00;21,7;39,5;21,7;39,5;22,8;39,1
13/08/2022;12:00:00;21,9;38,8;21,7;38,7;23,0;38,2
13/08/2022;12:15:00;21,9;38,3;21,8;38,3;23,0;37,4
13/08/2022;12:30:00;22,0;37,8;21,9;37,7;23,2;37,6
13/08/2022;12:45:00;22,1;37,3;22,0;37,4;23,4;37,6
13/08/2022;13:00:00;21,6;38,8;22,2;38,9;23,5;42,0
13/08/2022;13:15:00;21,0;39,2;22,1;37,3;23,3;37,8
13/08/2022;13:30:00;20,9;40,2;22,0;37,0;23,3;36,9
13/08/2022;13:45:00;20,8;40,7;22,0;36,8;23,1;36,2
13/08/2022;14:00:00;20,8;39,9;22,0;36,6;23,1;36,6
13/08/2022;14:15:00;20,8;41,2;22,0;36,5;23,2;36,6
13/08/2022;14:30:00;20,7;40,2;22,0;36,2;23,1;35,9
13/08/2022;14:45:00;20,8;40,8;22,1;36,1;23,2;37,0
13/08/2022;15:00:00;20,7;39,9;22,1;35,8;23,2;35,1
13/08/2022;15:15:00;20,6;39,3;22,1;35,4;23,2;34,9
13/08/2022;15:30:00;21,0;44,0;22,3;36,1;23,3;38,6
13/08/2022;15:45:00;21,9;45,6;22,9;37,6;24,1;44,9
13/08/2022;16:00:00;21,3;40,4;22,8;37,1;23,7;36,9
13/08/2022;16:15:00;20,9;39,1;22,6;35,4;23,5;35,0
13/08/2022;16:30:00;20,9;38,9;22,5;35,0;23,6;34,8
13/08/2022;16:45:00;21,0;40,4;22,5;34,8;23,6;35,1
13/08/2022;17:00:00;21,1;43,7;22,4;34,8;23,5;36,6
13/08/2022;17:15:00;21,1;45,5;22,4;34,8;23,4;35,9
13/08/2022;17:30:00;21,0;44,4;22,4;34,9;23,4;37,6
13/08/2022;17:45:00;21,1;45,0;22,4;35,2;23,9;35,7
13/08/2022;18:00:00;21,1;45,3;22,4;35,1;24,0;35,2
13/08/2022;18:15:00;21,1;42,0;22,4;35,4;23,8;34,5
13/08/2022;18:30:00;21,9;41,7;22,9;36,1;23,9;37,3
13/08/2022;18:45:00;22,3;41,4;23,3;36,7;24,1;38,1
13/08/2022;19:00:00;22,5;41,3;23,4;37,3;24,1;39,3
13/08/2022;19:15:00;22,7;41,2;23,5;37,7;24,2;40,0
13/08/2022;19:30:00;22,9;41,5;23,6;38,2;24,2;39,9
13/08/2022;19:45:00;22,9;41,8;23,7;38,5;24,3;40,2
13/08/2022;20:00:00;23,1;41,8;23,8;38,9;24,3;40,7
13/08/2022;20:15:00;23,1;42,0;23,8;39,1;24,3;40,9
13/08/2022;20:30:00;23,2;42,6;23,8;39,5;24,3;41,2
13/08/2022;20:45:00;23,3;43,2;23,9;39,8;24,3;41,5
13/08/2022;21:00:00;23,3;43,6;23,9;40,1;24,3;41,7
13/08/2022;21:15:00;23,3;43,9;23,9;40,3;24,3;42,0
13/08/2022;21:30:00;23,4;44,0;23,9;40,6;24,3;42,3
13/08/2022;21:45:00;23,4;44,2;23,9;40,8;24,3;42,7
13/08/2022;22:00:00;23,4;44,5;23,9;41,1;24,3;42,8
13/08/2022;22:15:00;23,4;44,8;24,0;41,4;24,3;43,2
13/08/2022;22:30:00;23,4;44,9;23,9;41,6;24,2;43,5
13/08/2022;22:45:00;23,4;45,1;23,9;41,8;24,2;43,8
13/08/2022;23:00:00;23,5;45,3;23,9;42,0;24,2;44,0
13/08/2022;23:15:00;23,5;45,5;23,9;42,3;24,2;44,4
13/08/2022;23:30:00;23,5;45,6;23,9;42,5;24,2;44,7
13/08/2022;23:45:00;23,4;45,8;23,9;42,7;24,2;44,7
14/08/2022;00:00:00;23,4;46,1;23,9;42,9;24,1;45,2
14/08/2022;00:15:00;23,4;46,3;23,9;43,0;24,1;44,9
14/08/2022;00:30:00;23,4;46,2;23,9;43,2;24,1;44,8
14/08/2022;00:45:00;23,4;46,3;23,8;43,3;24,1;45,1
14/08/2022;01:00:00;23,4;46,4;23,8;43,5;24,1;45,1
14/08/2022;01:15:00;23,4;46,4;23,8;43,9;24,0;45,0
14/08/2022;01:30:00;23,4;46,4;23,8;44,4;24,0;45,0
14/08/2022;01:45:00;23,4;46,3;23,8;44,7;24,0;45,2
14/08/2022;02:00:00;23,4;46,4;23,7;45,0;24,0;45,5
14/08/2022;02:15:00;23,3;46,5;23,7;45,2;24,0;45,3
14/08/2022;02:30:00;23,3;46,5;23,7;45,5;24,0;45,8
14/08/2022;02:45:00;23,3;46,6;23,6;45,6;23,9;46,1
14/08/2022;03:00:00;23,3;46,8;23,6;45,8;24,0;46,6
14/08/2022;03:15:00;23,2;46,8;23,6;46,0;23,9;47,1
14/08/2022;03:30:00;23,2;46,9;23,5;46,1;23,9;46,7
14/08/2022;03:45:00;23,1;47,1;23,5;46,2;23,8;46,8
14/08/2022;04:00:00;23,1;47,2;23,4;46,4;23,8;47,1
14/08/2022;04:15:00;23,0;47,4;23,4;46,5;23,8;47,0
14/08/2022;04:30:00;23,0;47,4;23,3;46,7;23,8;47,5
14/08/2022;04:45:00;23,0;47,5;23,3;46,9;23,7;47,6
14/08/2022;05:00:00;22,9;47,6;23,3;47,0;23,7;47,9
14/08/2022;05:15:00;22,9;47,6;23,2;47,2;23,6;48,7
14/08/2022;05:30:00;22,9;47,7;23,2;47,3;23,6;48,8
14/08/2022;05:45:00;22,8;47,6;23,1;47,6;23,6;48,7
14/08/2022;06:00:00;22,8;47,7;23,0;47,8;23,5;49,1
14/08/2022;06:15:00;22,7;47,8;23,0;47,9;23,5;48,8
14/08/2022;06:30:00;22,7;47,9;22,9;48,0;23,5;48,8
14/08/2022;06:45:00;22,6;47,9;22,9;48,1;23,4;48,5
14/08/2022;07:00:00;22,5;48,0;22,8;48,2;23,4;49,2
14/08/2022;07:15:00;22,5;48,1;22,8;48,3;23,4;49,5
14/08/2022;07:30:00;22,5;48,1;22,7;48,5;23,3;49,6
14/08/2022;07:45:00;22,5;48,2;22,7;48,7;23,3;49,8
14/08/2022;08:00:00;22,4;48,3;22,7;48,8;23,3;49,9
14/08/2022;08:15:00;22,4;48,5;22,7;49,0;23,3;49,8
14/08/2022;08:30:00;22,4;48,6;22,7;49,1;23,3;49,6
14/08/2022;08:45:00;22,4;48,7;22,7;48,9;23,3;49,3
14/08/2022;09:00:00;22,5;48,8;22,7;49,0;23,3;49,1
14/08/2022;09:15:00;22,5;48,7;22,7;48,9;23,3;48,3
14/08/2022;09:30:00;22,5;48,9;22,8;48,8;23,3;48,9
14/08/2022;09:45:00;22,6;49,3;22,8;48,8;23,4;49,0
14/08/2022;10:00:00;22,6;50,4;22,9;49,0;23,4;48,2
14/08/2022;10:15:00;22,7;50,9;22,9;49,5;23,4;48,4
14/08/2022;10:30:00;22,8;50,8;23,0;49,4;23,5;47,8
14/08/2022;10:45:00;22,8;50,9;23,1;51,0;23,7;53,6
14/08/2022;11:00:00;22,8;48,0;23,1;47,7;23,7;48,4
14/08/2022;11:15:00;22,6;44,7;22,8;44,3;23,6;46,1
14/08/2022;11:30:00;22,5;42,9;22,7;42,2;23,5;42,6
14/08/2022;11:45:00;22,4;41,7;22,7;41,3;23,6;42,5
14/08/2022;12:00:00;22,4;40,5;22,4;39,6;23,5;40,3
14/08/2022;12:15:00;22,4;39,5;22,4;39,1;23,6;39,1
14/08/2022;12:30:00;22,5;38,6;22,4;38,3;23,7;38,3
14/08/2022;12:45:00;22,5;37,9;22,5;37,6;23,8;37,5
14/08/2022;13:00:00;22,6;37,4;22,6;37,1;23,9;37,3
14/08/2022;13:15:00;22,7;37,0;22,6;36,7;24,0;36,1
14/08/2022;13:30:00;22,7;36,5;22,7;36,3;24,1;35,9
14/08/2022;13:45:00;22,8;36,1;22,7;35,9;24,2;35,0
14/08/2022;14:00:00;22,8;35,7;22,7;35,6;24,2;35,0
14/08/2022;14:15:00;22,9;35,4;22,8;35,3;24,3;34,1
14/08/2022;14:30:00;23,0;35,2;22,9;35,1;24,5;34,6
14/08/2022;14:45:00;23,0;35,1;23,0;34,8;24,6;34,2
14/08/2022;15:00:00;23,1;34,8;23,0;34,7;24,7;34,0
14/08/2022;15:15:00;23,2;34,7;23,1;34,4;24,8;33,8
14/08/2022;15:30:00;23,2;34,5;23,1;34,3;24,9;33,7
14/08/2022;15:45:00;23,3;34,3;23,2;34,1;24,9;33,8
14/08/2022;16:00:00;23,3;33,9;23,2;33,9;24,8;32,2
14/08/2022;16:15:00;23,3;33,7;23,3;33,6;24,8;32,8
14/08/2022;16:30:00;23,3;33,6;23,3;33,5;24,9;32,5
14/08/2022;16:45:00;23,4;33,6;23,3;33,4;24,9;32,5
14/08/2022;17:00:00;23,4;33,5;23,3;33,4;24,9;31,9
14/08/2022;17:15:00;23,4;33,4;23,3;33,3;24,9;32,2
14/08/2022;17:30:00;23,4;33,3;23,3;33,3;24,8;32,4
14/08/2022;17:45:00;23,4;33,3;23,2;33,4;24,8;33,5
14/08/2022;18:00:00;23,4;33,4;23,2;33,5;24,8;33,4
14/08/2022;18:15:00;23,5;34,9;23,6;34,2;24,9;37,1
14/08/2022;18:30:00;23,8;36,6;24,0;34,6;25,2;38,0
14/08/2022;18:45:00;23,9;37,4;24,3;35,3;25,2;38,1
14/08/2022;19:00:00;24,1;38,0;24,4;35,9;25,2;38,5
14/08/2022;19:15:00;24,1;38,3;24,4;36,4;25,2;39,1
14/08/2022;19:30:00;24,2;38,8;24,5;36,8;25,1;39,3
14/08/2022;19:45:00;24,2;39,1;24,5;37,2;25,1;39,9
14/08/2022;20:00:00;24,3;39,3;24,6;37,6;25,1;40,1
14/08/2022;20:15:00;24,3;39,6;24,6;37,9;25,1;40,6
14/08/2022;20:30:00;24,3;40,0;24,6;38,3;25,0;40,8
14/08/2022;20:45:00;24,4;40,3;24,7;38,6;25,0;41,1
14/08/2022;21:00:00;24,4;40,6;24,6;38,9;25,0;41,5
14/08/2022;21:15:00;24,4;40,7;24,7;39,2;25,0;41,7
14/08/2022;21:30:00;24,4;41,0;24,7;39,5;25,0;42,0
14/08/2022;21:45:00;24,4;41,2;24,7;39,7;24,9;42,3
14/08/2022;22:00:00;24,4;41,4;24,6;39,9;24,9;42,4
14/08/2022;22:15:00;24,4;41,6;24,6;40,1;24,9;42,5
14/08/2022;22:30:00;24,4;41,7;24,6;40,3;24,9;42,8
14/08/2022;22:45:00;24,3;42,0;24,6;40,5;24,8;42,8
14/08/2022;23:00:00;24,3;42,2;24,6;40,7;24,8;43,0
14/08/2022;23:15:00;24,3;42,3;24,6;40,9;24,8;42,9
14/08/2022;23:30:00;24,3;42,5;24,5;41,2;24,8;43,1
14/08/2022;23:45:00;24,3;42,6;24,5;41,3;24,7;43,4
15/08/2022;00:00:00;24,3;42,8;24,5;41,5;24,7;43,3
15/08/2022;00:15:00;24,2;42,9;24,5;41,9;24,7;43,0
15/08/2022;00:30:00;24,2;42,9;24,4;42,4;24,6;43,1
15/08/2022;00:45:00;24,2;43,1;24,4;42,7;24,6;43,3
15/08/2022;01:00:00;24,2;43,2;24,4;42,9;24,6;43,3
15/08/2022;01:15:00;24,1;43,2;24,3;43,1;24,5;43,2
15/08/2022;01:30:00;24,1;43,3;24,3;43,4;24,5;43,3
15/08/2022;01:45:00;24,1;43,5;24,2;43,6;24,5;43,3
15/08/2022;02:00:00;24,1;43,7;24,2;43,8;24,5;43,3
15/08/2022;02:15:00;24,0;43,8;24,2;44,0;24,5;43,8
15/08/2022;02:30:00;23,9;43,9;24,1;44,1;24,4;44,0
15/08/2022;02:45:00;23,9;43,9;24,1;44,3;24,4;44,1
15/08/2022;03:00:00;23,9;44,0;24,0;44,3;24,4;44,1
15/08/2022;03:15:00;23,8;44,1;24,0;44,5;24,3;44,1
15/08/2022;03:30:00;23,8;44,2;23,9;44,5;24,3;44,1
15/08/2022;03:45:00;23,7;44,3;23,9;44,5;24,3;44,3
15/08/2022;04:00:00;23,7;44,4;23,8;44,7;24,2;44,3
15/08/2022;04:15:00;23,6;44,6;23,8;44,8;24,2;44,9
15/08/2022;04:30:00;23,6;44,7;23,8;45,1;24,2;45,1
15/08/2022;04:45:00;23,5;44,9;23,7;45,2;24,1;45,6
15/08/2022;05:00:00;23,5;45,1;23,7;45,5;24,1;45,7
15/08/2022;05:15:00;23,5;45,2;23,6;45,6;24,1;46,3
15/08/2022;05:30:00;23,5;45,4;23,6;45,8;24,1;46,4
15/08/2022;05:45:00;23,4;45,5;23,5;46,0;24,0;46,8
15/08/2022;06:00:00;23,4;45,7;23,5;46,3;24,0;47,0
15/08/2022;06:15:00;23,3;45,8;23,4;46,3;23,9;47,0
15/08/2022;06:30:00;23,3;46,0;23,4;46,5;23,9;47,2
15/08/2022;06:45:00;23,2;46,1;23,4;46,6;23,9;47,5
15/08/2022;07:00:00;23,2;46,2;23,3;46,9;23,9;47,9
15/08/2022;07:15:00;23,1;46,4;23,3;47,0;23,8;48,1
15/08/2022;07:30:00;23,1;46,5;23,3;47,2;23,8;47,9
15/08/2022;07:45:00;23,1;46,7;23,2;47,4;23,8;48,3
15/08/2022;08:00:00;23,1;46,7;23,2;47,6;23,7;48,7
15/08/2022;08:15:00;23,1;46,8;23,2;47,6;23,8;48,4
15/08/2022;08:30:00;23,1;46,9;23,2;47,6;23,8;48,6
15/08/2022;08:45:00;23,1;47,0;23,2;47,7;23,8;48,1
15/08/2022;09:00:00;23,1;47,0;23,3;47,6;23,8;48,1
15/08/2022;09:15:00;23,1;47,0;23,3;47,6;23,8;49,0
15/08/2022;09:30:00;23,2;47,0;23,3;48,4;23,8;49,2
15/08/2022;09:45:00;22,9;44,4;23,2;47,4;23,8;49,9
