Localité;;"T17M3PR [°C]";"T17M3PR [%HR]"
02/08/2022;01:00:00;23,5;62,6
02/08/2022;01:15:00;23,4;62,6
02/08/2022;01:30:00;23,5;62,6
02/08/2022;01:45:00;23,5;62,7
02/08/2022;02:00:00;23,5;62,6
02/08/2022;02:15:00;23,5;62,7
02/08/2022;02:30:00;23,5;62,6
02/08/2022;02:45:00;23,5;62,7
02/08/2022;03:00:00;23,5;62,6
02/08/2022;03:15:00;23,5;62,8
02/08/2022;03:30:00;23,5;62,8
02/08/2022;03:45:00;23,5;62,7
02/08/2022;04:00:00;23,5;62,6
02/08/2022;04:15:00;23,5;62,6
02/08/2022;04:30:00;23,5;62,6
02/08/2022;04:45:00;23,5;62,7
02/08/2022;05:00:00;23,5;62,6
02/08/2022;05:15:00;23,5;62,6
02/08/2022;05:30:00;23,5;62,5
02/08/2022;05:45:00;23,5;62,6
02/08/2022;06:00:00;23,5;62,6
02/08/2022;06:15:00;23,5;62,6
02/08/2022;06:30:00;23,5;62,6
02/08/2022;06:45:00;23,5;62,6
02/08/2022;07:00:00;23,5;62,7
02/08/2022;07:15:00;23,5;62,7
02/08/2022;07:30:00;23,5;62,9
02/08/2022;07:45:00;23,5;63,0
02/08/2022;08:00:00;23,5;63,5
02/08/2022;08:15:00;23,5;63,7
02/08/2022;08:30:00;23,5;64,1
02/08/2022;08:45:00;23,5;64,5
02/08/2022;09:00:00;23,5;64,1
02/08/2022;09:15:00;23,5;64,0
02/08/2022;09:30:00;23,5;64,4
02/08/2022;09:45:00;23,5;64,4
02/08/2022;10:00:00;23,2;60,8
02/08/2022;10:15:00;22,9;59,4
02/08/2022;10:30:00;22,8;57,6
02/08/2022;10:45:00;22,7;56,0
02/08/2022;11:00:00;22,8;58,8
02/08/2022;11:15:00;23,0;60,7
02/08/2022;11:30:00;23,1;60,9
02/08/2022;11:45:00;23,1;59,7
02/08/2022;12:00:00;23,2;60,2
02/08/2022;12:15:00;23,2;61,0
02/08/2022;12:30:00;23,3;60,5
02/08/2022;12:45:00;23,3;61,0
02/08/2022;13:00:00;23,3;59,9
02/08/2022;13:15:00;23,3;60,8
02/08/2022;13:30:00;23,4;62,0
02/08/2022;13:45:00;23,4;60,4
02/08/2022;14:00:00;23,4;60,9
02/08/2022;14:15:00;23,1;57,5
02/08/2022;14:30:00;23,0;58,4
02/08/2022;14:45:00;22,9;57,7
02/08/2022;15:00:00;22,8;57,0
02/08/2022;15:15:00;22,9;58,4
02/08/2022;15:30:00;23,1;61,5
02/08/2022;15:45:00;23,0;59,2
02/08/2022;16:00:00;22,9;58,0
02/08/2022;16:15:00;22,8;56,5
02/08/2022;16:30:00;22,6;55,7
02/08/2022;16:45:00;22,6;56,0
02/08/2022;17:00:00;22,9;56,7
02/08/2022;17:15:00;23,1;56,5
02/08/2022;17:30:00;23,2;58,6
02/08/2022;17:45:00;23,2;59,4
02/08/2022;18:00:00;23,2;59,6
02/08/2022;18:15:00;23,3;60,7
02/08/2022;18:30:00;23,3;61,4
02/08/2022;18:45:00;23,3;62,3
02/08/2022;19:00:00;23,3;63,3
02/08/2022;19:15:00;23,3;64,1
02/08/2022;19:30:00;23,4;64,8
02/08/2022;19:45:00;23,4;65,1
02/08/2022;20:00:00;23,4;65,5
02/08/2022;20:15:00;23,4;65,6
02/08/2022;20:30:00;23,4;65,6
02/08/2022;20:45:00;23,4;65,7
02/08/2022;21:00:00;23,4;65,8
02/08/2022;21:15:00;23,4;65,6
02/08/2022;21:30:00;23,4;65,6
02/08/2022;21:45:00;23,4;65,5
02/08/2022;22:00:00;23,4;65,3
02/08/2022;22:15:00;23,4;65,2
02/08/2022;22:30:00;23,4;65,2
02/08/2022;22:45:00;23,4;65,2
02/08/2022;23:00:00;23,5;65,1
02/08/2022;23:15:00;23,5;64,9
02/08/2022;23:30:00;23,5;64,6
02/08/2022;23:45:00;23,5;63,9
03/08/2022;00:00:00;23,5;64,4
03/08/2022;00:15:00;23,5;64,3
03/08/2022;00:30:00;23,5;64,5
03/08/2022;00:45:00;23,5;64,7
03/08/2022;01:00:00;23,5;64,8
03/08/2022;01:15:00;23,5;64,7
03/08/2022;01:30:00;23,5;64,5
03/08/2022;01:45:00;23,5;64,5
03/08/2022;02:00:00;23,5;64,6
03/08/2022;02:15:00;23,5;64,6
03/08/2022;02:30:00;23,5;64,7
03/08/2022;02:45:00;23,5;64,7
03/08/2022;03:00:00;23,5;64,7
03/08/2022;03:15:00;23,5;64,9
03/08/2022;03:30:00;23,5;64,9
03/08/2022;03:45:00;23,5;64,8
03/08/2022;04:00:00;23,5;65,0
03/08/2022;04:15:00;23,5;65,0
03/08/2022;04:30:00;23,5;65,1
03/08/2022;04:45:00;23,5;65,1
03/08/2022;05:00:00;23,5;65,2
03/08/2022;05:15:00;23,5;65,2
03/08/2022;05:30:00;23,5;65,2
03/08/2022;05:45:00;23,5;65,4
03/08/2022;06:00:00;23,6;65,4
03/08/2022;06:15:00;23,5;65,4
03/08/2022;06:30:00;23,6;65,4
03/08/2022;06:45:00;23,5;65,6
03/08/2022;07:00:00;23,6;65,6
03/08/2022;07:15:00;23,6;65,6
03/08/2022;07:30:00;23,6;65,7
03/08/2022;07:45:00;23,6;65,7
03/08/2022;08:00:00;23,6;65,8
03/08/2022;08:15:00;23,6;65,8
03/08/2022;08:30:00;23,6;65,8
03/08/2022;08:45:00;23,6;66,0
03/08/2022;09:00:00;23,6;66,0
03/08/2022;09:15:00;23,5;65,8
03/08/2022;09:30:00;23,1;60,8
03/08/2022;09:45:00;22,9;58,4
03/08/2022;10:00:00;22,8;56,9
03/08/2022;10:15:00;22,7;55,6
03/08/2022;10:30:00;22,7;55,4
03/08/2022;10:45:00;22,6;55,3
03/08/2022;11:00:00;22,6;55,7
03/08/2022;11:15:00;22,6;56,5
03/08/2022;11:30:00;22,6;57,3
03/08/2022;11:45:00;22,5;58,4
03/08/2022;12:00:00;22,8;60,0
03/08/2022;12:15:00;22,8;60,0
03/08/2022;12:30:00;22,9;60,3
03/08/2022;12:45:00;22,8;60,3
03/08/2022;13:00:00;22,8;60,3
03/08/2022;13:15:00;22,8;61,2
03/08/2022;13:30:00;22,8;61,1
03/08/2022;13:45:00;22,8;61,7
03/08/2022;14:00:00;22,9;61,5
03/08/2022;14:15:00;22,8;62,4
03/08/2022;14:30:00;23,0;64,2
03/08/2022;14:45:00;22,8;61,4
03/08/2022;15:00:00;22,7;60,9
03/08/2022;15:15:00;22,6;58,7
03/08/2022;15:30:00;22,8;60,4
03/08/2022;15:45:00;22,8;60,0
03/08/2022;16:00:00;22,8;62,6
03/08/2022;16:15:00;22,9;61,4
03/08/2022;16:30:00;22,6;57,6
03/08/2022;16:45:00;22,4;55,7
03/08/2022;17:00:00;22,4;56,3
03/08/2022;17:15:00;22,7;60,7
03/08/2022;17:30:00;23,0;62,9
03/08/2022;17:45:00;23,1;63,4
03/08/2022;18:00:00;23,1;63,9
03/08/2022;18:15:00;23,2;64,4
03/08/2022;18:30:00;23,2;64,7
03/08/2022;18:45:00;23,2;65,1
03/08/2022;19:00:00;23,3;65,4
03/08/2022;19:15:00;23,3;65,7
03/08/2022;19:30:00;23,3;66,0
03/08/2022;19:45:00;23,3;66,2
03/08/2022;20:00:00;23,3;66,4
03/08/2022;20:15:00;23,3;66,7
03/08/2022;20:30:00;23,4;66,7
03/08/2022;20:45:00;23,4;66,9
03/08/2022;21:00:00;23,4;67,0
03/08/2022;21:15:00;23,4;67,2
03/08/2022;21:30:00;23,4;67,2
03/08/2022;21:45:00;23,4;67,3
03/08/2022;22:00:00;23,4;67,3
03/08/2022;22:15:00;23,4;67,4
03/08/2022;22:30:00;23,4;67,5
03/08/2022;22:45:00;23,4;67,6
03/08/2022;23:00:00;23,4;67,7
03/08/2022;23:15:00;23,4;67,7
03/08/2022;23:30:00;23,5;67,8
03/08/2022;23:45:00;23,5;67,8
04/08/2022;00:00:00;23,5;67,8
04/08/2022;00:15:00;23,5;67,8
04/08/2022;00:30:00;23,5;67,8
04/08/2022;00:45:00;23,5;67,8
04/08/2022;01:00:00;23,5;68,0
04/08/2022;01:15:00;23,5;68,0
04/08/2022;01:30:00;23,5;68,1
04/08/2022;01:45:00;23,5;68,1
04/08/2022;02:00:00;23,5;68,1
04/08/2022;02:15:00;23,5;68,1
04/08/2022;02:30:00;23,5;68,2
04/08/2022;02:45:00;23,5;68,1
04/08/2022;03:00:00;23,5;68,2
04/08/2022;03:15:00;23,5;68,2
04/08/2022;03:30:00;23,5;68,3
04/08/2022;03:45:00;23,5;68,3
04/08/2022;04:00:00;23,5;68,4
04/08/2022;04:15:00;23,6;68,4
04/08/2022;04:30:00;23,6;68,6
04/08/2022;04:45:00;23,6;68,6
04/08/2022;05:00:00;23,6;68,5
04/08/2022;05:15:00;23,6;68,6
04/08/2022;05:30:00;23,6;68,6
04/08/2022;05:45:00;23,6;68,6
04/08/2022;06:00:00;23,6;68,6
04/08/2022;06:15:00;23,6;68,7
04/08/2022;06:30:00;23,6;68,8
04/08/2022;06:45:00;23,6;68,8
04/08/2022;07:00:00;23,6;68,9
04/08/2022;07:15:00;23,6;68,9
04/08/2022;07:30:00;23,6;68,9
04/08/2022;07:45:00;23,3;62,6
04/08/2022;08:00:00;22,9;59,4
04/08/2022;08:15:00;22,7;57,8
04/08/2022;08:30:00;22,7;57,5
04/08/2022;08:45:00;22,6;55,7
04/08/2022;09:00:00;22,6;56,2
04/08/2022;09:15:00;22,9;57,6
04/08/2022;09:30:00;23,1;58,7
04/08/2022;09:45:00;23,2;60,9
04/08/2022;10:00:00;23,3;62,1
04/08/2022;10:15:00;23,4;61,1
04/08/2022;10:30:00;23,5;62,7
04/08/2022;10:45:00;23,5;63,1
04/08/2022;11:00:00;23,5;62,6
04/08/2022;11:15:00;23,3;62,3
04/08/2022;11:30:00;23,2;62,6
04/08/2022;11:45:00;23,2;62,0
04/08/2022;12:00:00;23,1;61,8
04/08/2022;12:15:00;23,1;62,8
04/08/2022;12:30:00;23,2;63,5
04/08/2022;12:45:00;23,4;64,0
04/08/2022;13:00:00;23,5;63,3
04/08/2022;13:15:00;23,5;62,7
04/08/2022;13:30:00;23,6;62,5
04/08/2022;13:45:00;23,5;62,9
04/08/2022;14:00:00;23,6;63,3
04/08/2022;14:15:00;23,6;63,8
04/08/2022;14:30:00;23,6;63,6
04/08/2022;14:45:00;23,6;63,4
04/08/2022;15:00:00;23,6;62,9
04/08/2022;15:15:00;23,5;62,8
04/08/2022;15:30:00;23,6;63,1
04/08/2022;15:45:00;23,6;63,3
04/08/2022;16:00:00;23,8;64,0
04/08/2022;16:15:00;23,8;64,4
04/08/2022;16:30:00;23,9;64,7
04/08/2022;16:45:00;23,9;65,9
04/08/2022;17:00:00;23,8;63,9
04/08/2022;17:15:00;23,4;60,8
04/08/2022;17:30:00;23,6;62,8
04/08/2022;17:45:00;23,7;61,7
04/08/2022;18:00:00;23,7;61,4
04/08/2022;18:15:00;23,7;61,6
04/08/2022;18:30:00;23,7;61,9
04/08/2022;18:45:00;23,7;62,0
04/08/2022;19:00:00;23,7;62,1
04/08/2022;19:15:00;23,7;62,2
04/08/2022;19:30:00;23,8;62,2
04/08/2022;19:45:00;23,7;62,3
04/08/2022;20:00:00;23,8;62,3
04/08/2022;20:15:00;23,8;62,4
04/08/2022;20:30:00;23,8;62,4
04/08/2022;20:45:00;23,8;62,4
04/08/2022;21:00:00;23,8;62,6
04/08/2022;21:15:00;23,8;62,6
04/08/2022;21:30:00;23,8;62,7
04/08/2022;21:45:00;23,8;62,7
04/08/2022;22:00:00;23,8;62,6
04/08/2022;22:15:00;23,8;62,7
04/08/2022;22:30:00;23,8;62,7
04/08/2022;22:45:00;23,8;62,8
04/08/2022;23:00:00;23,8;62,8
04/08/2022;23:15:00;23,8;62,8
04/08/2022;23:30:00;23,9;62,8
04/08/2022;23:45:00;23,8;62,8
05/08/2022;00:00:00;23,9;62,8
05/08/2022;00:15:00;23,9;62,8
05/08/2022;00:30:00;23,9;62,8
05/08/2022;00:45:00;23,9;62,9
05/08/2022;01:00:00;23,9;62,9
05/08/2022;01:15:00;23,9;62,9
05/08/2022;01:30:00;23,9;62,9
05/08/2022;01:45:00;23,9;63,0
05/08/2022;02:00:00;23,9;63,0
05/08/2022;02:15:00;23,9;63,0
05/08/2022;02:30:00;23,9;63,0
05/08/2022;02:45:00;23,9;63,0
05/08/2022;03:00:00;23,9;63,0
05/08/2022;03:15:00;23,9;63,1
05/08/2022;03:30:00;23,9;63,1
05/08/2022;03:45:00;23,9;63,1
05/08/2022;04:00:00;23,9;63,0
05/08/2022;04:15:00;23,9;63,1
05/08/2022;04:30:00;23,9;63,1
05/08/2022;04:45:00;23,9;63,1
05/08/2022;05:00:00;24,0;63,1
05/08/2022;05:15:00;23,9;63,1
05/08/2022;05:30:00;24,0;63,1
05/08/2022;05:45:00;24,0;63,2
05/08/2022;06:00:00;24,0;63,1
05/08/2022;06:15:00;24,0;63,2
05/08/2022;06:30:00;24,0;63,2
05/08/2022;06:45:00;24,0;63,2
05/08/2022;07:00:00;24,0;63,1
05/08/2022;07:15:00;24,0;63,2
05/08/2022;07:30:00;24,0;63,2
05/08/2022;07:45:00;24,0;63,2
05/08/2022;08:00:00;24,0;63,2
05/08/2022;08:15:00;24,0;63,2
05/08/2022;08:30:00;24,0;63,2
05/08/2022;08:45:00;24,0;63,2
05/08/2022;09:00:00;24,0;63,2
05/08/2022;09:15:00;23,9;62,4
05/08/2022;09:30:00;23,5;58,5
05/08/2022;09:45:00;23,2;56,0
05/08/2022;10:00:00;23,1;55,2
05/08/2022;10:15:00;23,0;54,6
05/08/2022;10:30:00;23,0;54,7
05/08/2022;10:45:00;22,9;53,8
05/08/2022;11:00:00;22,9;52,9
05/08/2022;11:15:00;22,9;52,6
05/08/2022;11:30:00;22,8;52,2
05/08/2022;11:45:00;22,8;51,8
05/08/2022;12:00:00;22,7;51,5
05/08/2022;12:15:00;22,7;51,8
05/08/2022;12:30:00;22,7;51,3
05/08/2022;12:45:00;22,6;51,0
05/08/2022;13:00:00;22,6;50,4
05/08/2022;13:15:00;22,6;50,1
05/08/2022;13:30:00;22,6;49,9
05/08/2022;13:45:00;22,5;50,5
05/08/2022;14:00:00;22,5;50,5
05/08/2022;14:15:00;22,4;51,0
05/08/2022;14:30:00;22,5;51,4
05/08/2022;14:45:00;22,5;51,2
05/08/2022;15:00:00;22,5;50,9
05/08/2022;15:15:00;22,4;52,0
05/08/2022;15:30:00;22,4;52,2
05/08/2022;15:45:00;22,4;51,7
05/08/2022;16:00:00;22,4;51,6
05/08/2022;16:15:00;22,4;51,3
05/08/2022;16:30:00;22,4;53,2
05/08/2022;16:45:00;22,4;51,8
05/08/2022;17:00:00;22,4;51,6
05/08/2022;17:15:00;22,3;50,7
05/08/2022;17:30:00;22,4;51,2
05/08/2022;17:45:00;22,4;52,3
05/08/2022;18:00:00;22,4;52,1
05/08/2022;18:15:00;22,4;51,5
05/08/2022;18:30:00;22,4;51,0
05/08/2022;18:45:00;22,3;50,0
05/08/2022;19:00:00;22,6;51,2
05/08/2022;19:15:00;22,8;51,7
05/08/2022;19:30:00;22,9;52,2
05/08/2022;19:45:00;22,9;52,6
05/08/2022;20:00:00;23,0;52,9
05/08/2022;20:15:00;23,0;53,4
05/08/2022;20:30:00;23,1;53,7
05/08/2022;20:45:00;23,1;54,0
05/08/2022;21:00:00;23,1;54,3
05/08/2022;21:15:00;23,1;54,5
05/08/2022;21:30:00;23,2;54,8
05/08/2022;21:45:00;23,2;55,2
05/08/2022;22:00:00;23,2;56,7
05/08/2022;22:15:00;23,2;56,6
05/08/2022;22:30:00;23,2;57,2
05/08/2022;22:45:00;23,2;57,5
05/08/2022;23:00:00;23,2;57,1
05/08/2022;23:15:00;23,2;58,6
05/08/2022;23:30:00;23,2;57,9
05/08/2022;23:45:00;23,3;57,6
06/08/2022;00:00:00;23,3;57,6
06/08/2022;00:15:00;23,2;58,9
06/08/2022;00:30:00;23,3;58,7
06/08/2022;00:45:00;23,2;58,2
06/08/2022;01:00:00;23,3;58,1
06/08/2022;01:15:00;23,3;58,5
06/08/2022;01:30:00;23,3;58,3
06/08/2022;01:45:00;23,3;58,3
06/08/2022;02:00:00;23,3;58,8
06/08/2022;02:15:00;23,3;59,4
06/08/2022;02:30:00;23,3;59,7
06/08/2022;02:45:00;23,3;60,0
06/08/2022;03:00:00;23,3;59,0
06/08/2022;03:15:00;23,3;59,1
06/08/2022;03:30:00;23,4;59,5
06/08/2022;03:45:00;23,3;60,2
06/08/2022;04:00:00;23,4;59,2
06/08/2022;04:15:00;23,3;58,9
06/08/2022;04:30:00;23,4;59,1
06/08/2022;04:45:00;23,4;59,3
06/08/2022;05:00:00;23,4;59,0
06/08/2022;05:15:00;23,4;59,1
06/08/2022;05:30:00;23,4;59,3
06/08/2022;05:45:00;23,4;60,3
06/08/2022;06:00:00;23,4;60,5
06/08/2022;06:15:00;23,4;60,5
06/08/2022;06:30:00;23,4;60,6
06/08/2022;06:45:00;23,4;60,7
06/08/2022;07:00:00;23,4;60,6
06/08/2022;07:15:00;23,4;60,7
06/08/2022;07:30:00;23,4;60,3
06/08/2022;07:45:00;23,4;60,5
06/08/2022;08:00:00;23,4;60,3
06/08/2022;08:15:00;23,4;60,3
06/08/2022;08:30:00;23,4;60,8
06/08/2022;08:45:00;23,4;60,8
06/08/2022;09:00:00;23,4;60,7
06/08/2022;09:15:00;23,4;60,8
06/08/2022;09:30:00;23,4;61,3
06/08/2022;09:45:00;23,0;57,2
06/08/2022;10:00:00;22,7;54,9
06/08/2022;10:15:00;22,6;53,8
06/08/2022;10:30:00;22,5;52,6
06/08/2022;10:45:00;22,4;52,0
06/08/2022;11:00:00;22,4;52,0
06/08/2022;11:15:00;22,4;52,0
06/08/2022;11:30:00;22,3;52,9
06/08/2022;11:45:00;22,3;52,8
06/08/2022;12:00:00;22,3;51,7
06/08/2022;12:15:00;22,3;51,0
06/08/2022;12:30:00;22,3;50,9
06/08/2022;12:45:00;22,2;51,9
06/08/2022;13:00:00;22,2;52,4
06/08/2022;13:15:00;22,2;51,7
06/08/2022;13:30:00;22,2;50,3
06/08/2022;13:45:00;22,1;50,5
06/08/2022;14:00:00;22,2;51,2
06/08/2022;14:15:00;22,1;52,5
06/08/2022;14:30:00;22,1;51,6
06/08/2022;14:45:00;22,0;50,7
06/08/2022;15:00:00;22,1;50,2
06/08/2022;15:15:00;22,0;50,7
06/08/2022;15:30:00;22,0;52,6
06/08/2022;15:45:00;22,0;51,2
06/08/2022;16:00:00;21,9;50,7
06/08/2022;16:15:00;21,9;49,8
06/08/2022;16:30:00;22,0;51,2
06/08/2022;16:45:00;22,3;52,0
06/08/2022;17:00:00;22,5;52,6
06/08/2022;17:15:00;22,6;53,2
06/08/2022;17:30:00;22,7;53,6
06/08/2022;17:45:00;22,7;54,2
06/08/2022;18:00:00;22,8;54,1
06/08/2022;18:15:00;22,8;54,9
06/08/2022;18:30:00;22,8;54,9
06/08/2022;18:45:00;22,9;55,7
06/08/2022;19:00:00;22,9;56,0
06/08/2022;19:15:00;22,9;56,2
06/08/2022;19:30:00;22,9;56,2
06/08/2022;19:45:00;22,9;56,3
06/08/2022;20:00:00;22,9;56,8
06/08/2022;20:15:00;22,9;56,8
06/08/2022;20:30:00;23,0;57,0
06/08/2022;20:45:00;23,0;57,2
06/08/2022;21:00:00;23,0;57,2
06/08/2022;21:15:00;23,0;57,5
06/08/2022;21:30:00;23,0;57,6
06/08/2022;21:45:00;23,0;57,4
06/08/2022;22:00:00;23,0;57,6
06/08/2022;22:15:00;23,0;57,6
06/08/2022;22:30:00;23,0;57,6
06/08/2022;22:45:00;23,0;57,9
06/08/2022;23:00:00;23,0;58,2
06/08/2022;23:15:00;23,0;57,9
06/08/2022;23:30:00;23,1;58,1
06/08/2022;23:45:00;23,1;58,5
07/08/2022;00:00:00;23,1;58,8
07/08/2022;00:15:00;23,1;58,5
07/08/2022;00:30:00;23,1;58,6
07/08/2022;00:45:00;23,1;58,9
07/08/2022;01:00:00;23,1;58,6
07/08/2022;01:15:00;23,1;58,6
07/08/2022;01:30:00;23,1;58,6
07/08/2022;01:45:00;23,1;58,7
07/08/2022;02:00:00;23,1;58,8
07/08/2022;02:15:00;23,1;58,8
07/08/2022;02:30:00;23,1;58,9
07/08/2022;02:45:00;23,1;59,0
07/08/2022;03:00:00;23,1;59,1
07/08/2022;03:15:00;23,1;59,1
07/08/2022;03:30:00;23,2;59,2
07/08/2022;03:45:00;23,2;59,3
07/08/2022;04:00:00;23,2;59,5
07/08/2022;04:15:00;23,2;59,5
07/08/2022;04:30:00;23,2;59,5
07/08/2022;04:45:00;23,2;59,5
07/08/2022;05:00:00;23,2;59,4
07/08/2022;05:15:00;23,2;59,5
07/08/2022;05:30:00;23,2;59,7
07/08/2022;05:45:00;23,2;59,7
07/08/2022;06:00:00;23,2;59,8
07/08/2022;06:15:00;23,2;59,8
07/08/2022;06:30:00;23,2;59,8
07/08/2022;06:45:00;23,2;59,9
07/08/2022;07:00:00;23,2;60,0
07/08/2022;07:15:00;23,2;60,1
07/08/2022;07:30:00;23,2;60,5
07/08/2022;07:45:00;23,2;60,8
07/08/2022;08:00:00;23,2;60,8
07/08/2022;08:15:00;23,2;61,2
07/08/2022;08:30:00;23,2;61,2
07/08/2022;08:45:00;23,2;61,3
07/08/2022;09:00:00;23,2;61,3
07/08/2022;09:15:00;23,2;61,5
07/08/2022;09:30:00;23,2;61,6
07/08/2022;09:45:00;23,2;61,8
07/08/2022;10:00:00;23,2;62,2
07/08/2022;10:15:00;23,2;62,2
07/08/2022;10:30:00;23,3;63,6
07/08/2022;10:45:00;22,8;58,5
07/08/2022;11:00:00;22,6;55,8
07/08/2022;11:15:00;22,4;55,2
07/08/2022;11:30:00;22,4;54,5
07/08/2022;11:45:00;22,4;54,2
07/08/2022;12:00:00;22,3;53,7
07/08/2022;12:15:00;22,3;53,7
07/08/2022;12:30:00;22,2;53,2
07/08/2022;12:45:00;22,2;52,1
07/08/2022;13:00:00;22,1;50,7
07/08/2022;13:15:00;22,1;51,3
07/08/2022;13:30:00;22,1;52,0
07/08/2022;13:45:00;22,0;51,9
07/08/2022;14:00:00;22,0;50,2
07/08/2022;14:15:00;22,0;51,6
07/08/2022;14:30:00;22,0;51,9
07/08/2022;14:45:00;22,0;51,7
07/08/2022;15:00:00;22,0;49,9
07/08/2022;15:15:00;22,0;51,3
07/08/2022;15:30:00;21,9;52,0
07/08/2022;15:45:00;21,9;51,2
07/08/2022;16:00:00;21,9;49,3
07/08/2022;16:15:00;21,9;50,3
07/08/2022;16:30:00;21,9;50,3
07/08/2022;16:45:00;22,2;51,0
07/08/2022;17:00:00;22,4;51,6
07/08/2022;17:15:00;22,5;52,1
07/08/2022;17:30:00;22,5;52,5
07/08/2022;17:45:00;22,6;52,9
07/08/2022;18:00:00;22,6;53,2
07/08/2022;18:15:00;22,7;53,5
07/08/2022;18:30:00;22,7;53,8
07/08/2022;18:45:00;22,7;54,3
07/08/2022;19:00:00;22,7;54,6
07/08/2022;19:15:00;22,7;55,0
07/08/2022;19:30:00;22,8;55,1
07/08/2022;19:45:00;22,8;56,0
07/08/2022;20:00:00;22,8;56,2
